Heuristic,Wins,Losses,Draws,Total Games,Win Rate (%)    weights = 6,1,2,6
H1,47,43,6,96,48.96  
H2,42,50,4,96,43.75
H3,42,46,8,96,43.75
H4,49,41,6,96,51.04
