Heuristic,Wins,Losses,Draws,Total Games,Win Rate (%)      weights = 10,1,2,5
H1,55,64,9,128,42.97
H2,58,60,10,128,45.31
H3,65,52,11,128,50.78
H4,75,44,9,128,58.59
H5,44,77,7,128,34.38
