H0,H1,H0_Depth,H1_Depth,H0_Score,H1_Score,Winner     wieghts = 6,1,2,6
1,2,2,2,21,27,H2
1,2,2,4,23,25,H2
1,2,2,6,19,29,H2
1,2,2,8,18,30,H2
1,2,4,2,37,11,H1
1,2,4,4,21,27,H2
1,2,4,6,28,20,H1
1,2,4,8,28,20,H1
1,2,6,2,39,9,H1
1,2,6,4,26,22,H1
1,2,6,6,32,16,H1
1,2,6,8,34,14,H1
1,2,8,2,32,16,H1
1,2,8,4,32,16,H1
1,2,8,6,32,16,H1
1,2,8,8,32,16,H1
1,3,2,2,24,24,DRAW
1,3,2,4,21,27,H3
1,3,2,6,19,29,H3
1,3,2,8,18,30,H3
1,3,4,2,37,11,H1
1,3,4,4,21,27,H3
1,3,4,6,28,20,H1
1,3,4,8,28,20,H1
1,3,6,2,39,9,H1
1,3,6,4,25,23,H1
1,3,6,6,32,16,H1
1,3,6,8,34,14,H1
1,3,8,2,32,16,H1
1,3,8,4,32,16,H1
1,3,8,6,32,16,H1
1,3,8,8,32,16,H1
1,4,2,2,22,26,H4
1,4,2,4,16,32,H4
1,4,2,6,17,31,H4
1,4,2,8,20,28,H4
1,4,4,2,41,7,H1
1,4,4,4,29,19,H1
1,4,4,6,28,20,H1
1,4,4,8,14,34,H4
1,4,6,2,37,11,H1
1,4,6,4,34,14,H1
1,4,6,6,42,6,H1
1,4,6,8,18,30,H4
1,4,8,2,31,17,H1
1,4,8,4,37,11,H1
1,4,8,6,32,16,H1
1,4,8,8,32,16,H1
2,1,2,2,22,26,H1
2,1,2,4,35,13,H2
2,1,2,6,27,21,H2
2,1,2,8,25,23,H2
2,1,4,2,31,17,H2
2,1,4,4,29,19,H2
2,1,4,6,11,37,H1
2,1,4,8,10,38,H1
2,1,6,2,30,18,H2
2,1,6,4,27,21,H2
2,1,6,6,21,27,H1
2,1,6,8,18,30,H1
2,1,8,2,34,14,H2
2,1,8,4,38,10,H2
2,1,8,6,32,16,H2
2,1,8,8,31,17,H2
2,3,2,2,16,32,H3
2,3,2,4,15,33,H3
2,3,2,6,13,35,H3
2,3,2,8,17,31,H3
2,3,4,2,26,22,H2
2,3,4,4,21,27,H3
2,3,4,6,15,33,H3
2,3,4,8,20,28,H3
2,3,6,2,30,18,H2
2,3,6,4,22,26,H3
2,3,6,6,21,27,H3
2,3,6,8,29,19,H2
2,3,8,2,39,9,H2
2,3,8,4,30,18,H2
2,3,8,6,26,22,H2
2,3,8,8,29,19,H2
2,4,2,2,31,17,H2
2,4,2,4,18,30,H4
2,4,2,6,26,22,H2
2,4,2,8,22,26,H4
2,4,4,2,30,18,H2
2,4,4,4,21,27,H4
2,4,4,6,24,24,DRAW
2,4,4,8,13,35,H4
2,4,6,2,28,20,H2
2,4,6,4,36,12,H2
2,4,6,6,28,20,H2
2,4,6,8,23,25,H4
2,4,8,2,30,18,H2
2,4,8,4,33,15,H2
2,4,8,6,34,14,H2
2,4,8,8,26,22,H2
3,1,2,2,24,24,DRAW
3,1,2,4,25,23,H3
3,1,2,6,13,35,H1
3,1,2,8,20,28,H1
3,1,4,2,24,24,DRAW
3,1,4,4,24,24,DRAW
3,1,4,6,11,37,H1
3,1,4,8,10,38,H1
3,1,6,2,29,19,H3
3,1,6,4,28,20,H3
3,1,6,6,21,27,H1
3,1,6,8,15,33,H1
3,1,8,2,36,12,H3
3,1,8,4,38,10,H3
3,1,8,6,30,18,H3
3,1,8,8,26,22,H3
3,2,2,2,27,21,H3
3,2,2,4,19,29,H2
3,2,2,6,14,34,H2
3,2,2,8,18,30,H2
3,2,4,2,24,24,DRAW
3,2,4,4,26,22,H3
3,2,4,6,15,33,H2
3,2,4,8,15,33,H2
3,2,6,2,24,24,DRAW
3,2,6,4,27,21,H3
3,2,6,6,27,21,H3
3,2,6,8,26,22,H3
3,2,8,2,34,14,H3
3,2,8,4,30,18,H3
3,2,8,6,32,16,H3
3,2,8,8,28,20,H3
3,4,2,2,25,23,H3
3,4,2,4,24,24,DRAW
3,4,2,6,19,29,H4
3,4,2,8,14,34,H4
3,4,4,2,30,18,H3
3,4,4,4,19,29,H4
3,4,4,6,16,32,H4
3,4,4,8,22,26,H4
3,4,6,2,29,19,H3
3,4,6,4,32,16,H3
3,4,6,6,28,20,H3
3,4,6,8,17,31,H4
3,4,8,2,36,12,H3
3,4,8,4,33,15,H3
3,4,8,6,34,14,H3
3,4,8,8,26,22,H3
4,1,2,2,27,21,H4
4,1,2,4,38,10,H4
4,1,2,6,26,22,H4
4,1,2,8,24,24,DRAW
4,1,4,2,24,24,DRAW
4,1,4,4,18,30,H1
4,1,4,6,10,38,H1
4,1,4,8,14,34,H1
4,1,6,2,25,23,H4
4,1,6,4,29,19,H4
4,1,6,6,25,23,H4
4,1,6,8,23,25,H1
4,1,8,2,30,18,H4
4,1,8,4,32,16,H4
4,1,8,6,25,23,H4
4,1,8,8,28,20,H4
4,2,2,2,24,24,DRAW
4,2,2,4,22,26,H2
4,2,2,6,39,9,H4
4,2,2,8,39,9,H4
4,2,4,2,28,20,H4
4,2,4,4,17,31,H2
4,2,4,6,25,23,H4
4,2,4,8,22,26,H2
4,2,6,2,30,18,H4
4,2,6,4,28,20,H4
4,2,6,6,30,18,H4
4,2,6,8,23,25,H2
4,2,8,2,35,13,H4
4,2,8,4,31,17,H4
4,2,8,6,32,16,H4
4,2,8,8,25,23,H4
4,3,2,2,27,21,H4
4,3,2,4,23,25,H3
4,3,2,6,39,9,H4
4,3,2,8,39,9,H4
4,3,4,2,24,24,DRAW
4,3,4,4,17,31,H3
4,3,4,6,25,23,H4
4,3,4,8,14,34,H3
4,3,6,2,30,18,H4
4,3,6,4,28,20,H4
4,3,6,6,30,18,H4
4,3,6,8,23,25,H3
4,3,8,2,35,13,H4
4,3,8,4,32,16,H4
4,3,8,6,32,16,H4
4,3,8,8,25,23,H4
